Mark_ID,Student_ID,Course_ID,Assignment,Quiz,Mid_Sem,End_Sem,Total,Grade,Grade_Point
MRK474,STU0048,CRS004,5,9,22,24,60,B,7
MRK475,STU0048,CRS005,7,5,29,40,81,A,9
MRK476,STU0048,CRS006,5,5,30,32,72,B+,8
MRK477,STU0048,CRS007,8,7,14,28,57,C,6
MRK478,STU0048,CRS008,7,9,30,32,78,B+,8
MRK479,STU0048,CRS009,7,5,25,50,87,A,9
MRK480,STU0048,CRS010,8,8,23,36,75,B+,8
MRK481,STU0049,CRS001,7,4,21,32,64,B,7
MRK482,STU0049,CRS002,10,5,15,24,54,C,6
MRK483,STU0049,CRS003,5,10,11,22,48,D,5
MRK484,STU0049,CRS004,5,8,18,27,58,C,6
MRK485,STU0049,CRS005,10,5,11,22,48,D,5
MRK486,STU0049,CRS006,10,7,29,32,78,B+,8
MRK487,STU0049,CRS007,10,7,28,18,63,B,7
MRK488,STU0049,CRS008,10,5,29,49,93,A+,10
MRK489,STU0049,CRS009,6,9,26,34,75,B+,8
MRK490,STU0049,CRS010,10,7,23,33,73,B+,8
MRK491,STU0050,CRS001,8,10,28,29,75,B+,8
MRK492,STU0050,CRS002,5,7,17,35,64,B,7
MRK493,STU0050,CRS003,6,8,25,18,57,C,6
MRK494,STU0050,CRS004,7,9,23,35,74,B+,8
MRK495,STU0050,CRS005,9,7,26,49,91,A+,10
MRK496,STU0050,CRS006,5,9,28,49,91,A+,10
MRK497,STU0050,CRS007,6,6,16,49,77,B+,8
MRK498,STU0050,CRS008,7,4,12,37,60,B,7
MRK499,STU0050,CRS009,6,8,19,20,53,C,6
MRK500,STU0050,CRS010,7,8,23,24,62,B,7
MRK501,STU0051,CRS001,9,6,12,30,57,C,6
MRK502,STU0051,CRS002,6,10,12,33,61,B,7
MRK503,STU0051,CRS003,7,9,24,32,72,B+,8
MRK504,STU0051,CRS004,9,7,11,49,76,B+,8
MRK505,STU0051,CRS005,6,5,22,30,63,B,7
MRK506,STU0051,CRS006,7,6,16,31,60,B,7
MRK507,STU0051,CRS007,8,8,25,27,68,B,7
MRK508,STU0051,CRS008,6,10,28,41,85,A,9
MRK509,STU0051,CRS009,7,4,15,45,71,B+,8
MRK510,STU0051,CRS010,10,5,13,27,55,C,6
MRK511,STU0052,CRS001,6,10,13,19,48,D,5
MRK512,STU0052,CRS002,7,8,13,38,66,B,7
MRK513,STU0052,CRS003,7,8,10,24,49,D,5
MRK514,STU0052,CRS004,10,5,28,23,66,B,7
MRK515,STU0052,CRS005,7,10,10,29,56,C,6
MRK516,STU0052,CRS006,9,8,29,21,67,B,7
MRK517,STU0052,CRS007,8,6,29,33,76,B+,8
MRK518,STU0052,CRS008,5,8,14,38,65,B,7
MRK519,STU0052,CRS009,10,4,15,30,59,C,6
MRK520,STU0052,CRS010,9,7,25,29,70,B+,8
MRK521,STU0053,CRS001,10,8,28,25,71,B+,8
MRK522,STU0053,CRS002,5,8,28,42,83,A,9
MRK523,STU0053,CRS003,8,7,16,20,51,C,6
MRK524,STU0053,CRS004,8,4,25,48,85,A,9
MRK525,STU0053,CRS005,10,8,21,20,59,C,6
MRK526,STU0053,CRS006,7,10,16,40,73,B+,8
MRK527,STU0053,CRS007,7,6,11,19,43,D,5
MRK528,STU0053,CRS008,9,10,12,37,68,B,7
MRK529,STU0053,CRS009,6,4,25,48,83,A,9
MRK530,STU0053,CRS010,5,10,23,48,86,A,9
MRK531,STU0054,CRS001,7,6,18,35,66,B,7
MRK532,STU0054,CRS002,10,4,13,44,71,B+,8
MRK533,STU0054,CRS003,6,7,28,21,62,B,7
MRK534,STU0054,CRS004,7,8,11,39,65,B,7
MRK535,STU0054,CRS005,7,4,10,40,61,B,7
MRK536,STU0054,CRS006,6,4,26,34,70,B+,8
MRK537,STU0054,CRS007,10,7,28,24,69,B,7
MRK538,STU0054,CRS008,7,4,23,21,55,C,6
MRK539,STU0054,CRS009,5,9,25,20,59,C,6
MRK540,STU0054,CRS010,9,5,13,28,55,C,6
MRK541,STU0055,CRS001,7,8,28,33,76,B+,8
MRK542,STU0055,CRS002,10,9,25,29,73,B+,8
MRK543,STU0055,CRS003,9,6,28,38,81,A,9
MRK544,STU0055,CRS004,6,7,11,43,67,B,7
MRK545,STU0055,CRS005,7,5,10,31,53,C,6
MRK546,STU0055,CRS006,7,9,24,44,84,A,9
MRK547,STU0055,CRS007,6,9,12,21,48,D,5
MRK548,STU0055,CRS008,8,9,12,46,75,B+,8
MRK549,STU0055,CRS009,5,9,27,20,61,B,7
MRK550,STU0055,CRS010,7,10,19,25,61,B,7
MRK551,STU0056,CRS001,9,6,21,38,74,B+,8
MRK552,STU0056,CRS002,5,7,26,50,88,A,9
MRK553,STU0056,CRS003,5,4,26,38,73,B+,8
MRK554,STU0056,CRS004,8,10,18,37,73,B+,8
MRK555,STU0056,CRS005,7,6,22,36,71,B+,8
MRK556,STU0056,CRS006,10,4,27,49,90,A+,10
MRK557,STU0056,CRS007,9,8,30,38,85,A,9
MRK558,STU0056,CRS008,9,9,16,38,72,B+,8
MRK559,STU0056,CRS009,5,10,12,45,72,B+,8
MRK560,STU0056,CRS010,9,9,24,46,88,A,9
MRK561,STU0057,CRS001,10,5,23,39,77,B+,8
MRK562,STU0057,CRS002,10,5,28,43,86,A,9
MRK563,STU0057,CRS003,6,7,26,34,73,B+,8
MRK564,STU0057,CRS004,5,8,17,32,62,B,7
MRK565,STU0057,CRS005,7,7,14,22,50,C,6
MRK566,STU0057,CRS006,9,6,17,48,80,A,9
MRK567,STU0057,CRS007,5,10,30,21,66,B,7
MRK568,STU0057,CRS008,6,7,10,37,60,B,7
MRK569,STU0057,CRS009,6,10,21,20,57,C,6
MRK570,STU0057,CRS010,5,4,28,43,80,A,9
MRK571,STU0058,CRS001,8,7,10,43,68,B,7
MRK572,STU0058,CRS002,6,10,15,24,55,C,6
MRK573,STU0058,CRS003,8,9,11,37,65,B,7
MRK574,STU0058,CRS004,9,6,22,20,57,C,6
MRK575,STU0058,CRS005,9,4,10,21,44,D,5
MRK576,STU0058,CRS006,9,9,28,49,95,A+,10
MRK577,STU0058,CRS007,9,4,21,30,64,B,7
MRK578,STU0058,CRS008,8,10,12,36,66,B,7
MRK579,STU0058,CRS009,8,9,30,32,79,B+,8
MRK580,STU0058,CRS010,5,6,24,44,79,B+,8
MRK581,STU0059,CRS001,10,10,22,18,60,B,7
MRK582,STU0059,CRS002,6,5,10,26,47,D,5
MRK583,STU0059,CRS003,10,8,19,18,55,C,6
MRK584,STU0059,CRS004,9,7,19,24,59,C,6
MRK585,STU0059,CRS005,6,10,23,32,71,B+,8
MRK586,STU0059,CRS006,10,8,25,33,76,B+,8
MRK587,STU0059,CRS007,8,6,18,23,55,C,6
MRK588,STU0059,CRS008,9,8,30,49,96,A+,10
MRK589,STU0059,CRS009,6,8,14,42,70,B+,8
MRK590,STU0059,CRS010,10,7,28,25,70,B+,8
MRK591,STU0060,CRS001,8,5,27,50,90,A+,10
MRK592,STU0060,CRS002,9,6,28,44,87,A,9
MRK593,STU0060,CRS003,6,5,30,32,73,B+,8
MRK594,STU0060,CRS004,10,5,11,35,61,B,7
MRK595,STU0060,CRS005,8,8,14,44,74,B+,8
MRK596,STU0060,CRS006,6,7,11,37,61,B,7
MRK597,STU0060,CRS007,7,5,28,33,73,B+,8
MRK598,STU0060,CRS008,8,6,18,22,54,C,6
MRK599,STU0060,CRS009,5,5,13,19,42,D,5
MRK600,STU0060,CRS010,5,5,21,31,62,B,7
MRK601,STU0061,CRS011,9,6,13,26,54,C,6
MRK602,STU0061,CRS012,5,6,24,34,69,B,7
MRK603,STU0061,CRS013,6,9,24,32,71,B+,8
MRK604,STU0061,CRS014,7,8,26,40,81,A,9
MRK605,STU0061,CRS015,9,4,30,36,79,B+,8
MRK606,STU0061,CRS016,6,6,27,50,89,A,9
MRK607,STU0061,CRS017,5,4,26,40,75,B+,8
MRK608,STU0061,CRS018,8,7,13,31,59,C,6
MRK609,STU0061,CRS019,8,7,29,36,80,A,9
MRK610,STU0061,CRS020,8,9,25,24,66,B,7
MRK611,STU0062,CRS011,9,4,10,22,45,D,5
MRK612,STU0062,CRS012,10,9,16,35,70,B+,8
MRK613,STU0062,CRS013,5,9,25,28,67,B,7
MRK614,STU0062,CRS014,7,9,12,47,75,B+,8
MRK615,STU0062,CRS015,8,8,30,46,92,A+,10
MRK616,STU0062,CRS016,9,8,20,27,64,B,7
MRK617,STU0062,CRS017,8,5,18,39,70,B+,8
MRK618,STU0062,CRS018,7,8,27,23,65,B,7
MRK619,STU0062,CRS019,6,9,23,33,71,B+,8
MRK620,STU0062,CRS020,5,9,15,45,74,B+,8
MRK621,STU0063,CRS011,6,5,11,46,68,B,7
MRK622,STU0063,CRS012,7,8,28,43,86,A,9
MRK623,STU0063,CRS013,8,6,16,38,68,B,7
MRK624,STU0063,CRS014,10,8,22,48,88,A,9
MRK625,STU0063,CRS015,10,6,18,18,52,C,6
MRK626,STU0063,CRS016,9,7,26,33,75,B+,8
MRK627,STU0063,CRS017,5,8,19,50,82,A,9
MRK628,STU0063,CRS018,7,5,30,24,66,B,7
MRK629,STU0063,CRS019,10,4,11,23,48,D,5
MRK630,STU0063,CRS020,7,10,11,37,65,B,7
MRK631,STU0064,CRS011,7,10,14,28,59,C,6
MRK632,STU0064,CRS012,6,9,30,41,86,A,9
MRK633,STU0064,CRS013,5,9,29,43,86,A,9
MRK634,STU0064,CRS014,9,6,30,24,69,B,7
MRK635,STU0064,CRS015,5,8,18,31,62,B,7
MRK636,STU0064,CRS016,10,9,27,18,64,B,7
MRK637,STU0064,CRS017,5,6,16,42,69,B,7
MRK638,STU0064,CRS018,8,8,29,18,63,B,7
MRK639,STU0064,CRS019,7,9,11,38,65,B,7
MRK640,STU0064,CRS020,7,10,16,26,59,C,6
MRK641,STU0065,CRS011,9,9,15,39,72,B+,8
MRK642,STU0065,CRS012,5,10,19,46,80,A,9
MRK643,STU0065,CRS013,10,5,21,48,84,A,9
MRK644,STU0065,CRS014,10,7,15,27,59,C,6
MRK645,STU0065,CRS015,10,6,28,42,86,A,9
MRK646,STU0065,CRS016,5,7,13,30,55,C,6
MRK647,STU0065,CRS017,6,6,21,23,56,C,6
MRK648,STU0065,CRS018,7,4,29,40,80,A,9
MRK649,STU0065,CRS019,7,4,10,48,69,B,7
MRK650,STU0065,CRS020,7,6,29,24,66,B,7
MRK651,STU0066,CRS011,7,9,22,18,56,C,6
MRK652,STU0066,CRS012,6,4,19,27,56,C,6
MRK653,STU0066,CRS013,9,8,19,20,56,C,6
MRK654,STU0066,CRS014,9,8,14,42,73,B+,8
MRK655,STU0066,CRS015,9,6,27,28,70,B+,8
MRK656,STU0066,CRS016,6,6,27,34,73,B+,8
MRK657,STU0066,CRS017,9,10,19,26,64,B,7
MRK658,STU0066,CRS018,10,6,17,27,60,B,7
MRK659,STU0066,CRS019,10,8,30,27,75,B+,8
MRK660,STU0066,CRS020,5,7,14,37,63,B,7
MRK661,STU0067,CRS011,8,7,21,46,82,A,9
MRK662,STU0067,CRS012,8,4,12,23,47,D,5
MRK663,STU0067,CRS013,9,6,27,21,63,B,7
MRK664,STU0067,CRS014,7,6,27,48,88,A,9
MRK665,STU0067,CRS015,10,9,27,47,93,A+,10
MRK666,STU0067,CRS016,9,6,22,25,62,B,7
MRK667,STU0067,CRS017,10,4,18,46,78,B+,8
MRK668,STU0067,CRS018,7,5,14,20,46,D,5
MRK669,STU0067,CRS019,7,4,11,18,40,D,5
MRK670,STU0067,CRS020,10,6,28,44,88,A,9
MRK671,STU0068,CRS011,9,5,17,48,79,B+,8
MRK672,STU0068,CRS012,10,5,23,50,88,A,9
MRK673,STU0068,CRS013,7,8,30,33,78,B+,8
MRK674,STU0068,CRS014,8,9,10,33,60,B,7
MRK675,STU0068,CRS015,8,4,25,42,79,B+,8
MRK676,STU0068,CRS016,8,7,18,50,83,A,9
MRK677,STU0068,CRS017,7,8,27,48,90,A+,10
MRK678,STU0068,CRS018,5,10,25,18,58,C,6
MRK679,STU0068,CRS019,5,5,16,29,55,C,6
MRK680,STU0068,CRS020,7,10,25,25,67,B,7
MRK681,STU0069,CRS011,9,10,30,40,89,A,9
MRK682,STU0069,CRS012,5,10,17,19,51,C,6
MRK683,STU0069,CRS013,5,6,13,21,45,D,5
MRK684,STU0069,CRS014,8,5,19,31,63,B,7
MRK685,STU0069,CRS015,5,9,27,45,86,A,9
MRK686,STU0069,CRS016,6,4,20,40,70,B+,8
MRK687,STU0069,CRS017,9,10,13,45,77,B+,8
MRK688,STU0069,CRS018,7,6,21,31,65,B,7
MRK689,STU0069,CRS019,6,5,23,20,54,C,6
MRK690,STU0069,CRS020,7,8,12,19,46,D,5
MRK691,STU0070,CRS011,5,5,13,31,54,C,6
MRK692,STU0070,CRS012,8,6,20,29,63,B,7
MRK693,STU0070,CRS013,10,4,29,22,65,B,7
MRK694,STU0070,CRS014,6,7,10,25,48,D,5
MRK695,STU0070,CRS015,10,5,13,32,60,B,7
MRK696,STU0070,CRS016,10,6,24,32,72,B+,8
MRK697,STU0070,CRS017,8,6,18,24,56,C,6
MRK698,STU0070,CRS018,7,9,23,47,86,A,9
MRK699,STU0070,CRS019,9,7,22,46,84,A,9
MRK700,STU0070,CRS020,10,7,10,22,49,D,5
MRK701,STU0071,CRS011,6,10,13,34,63,B,7
MRK702,STU0071,CRS012,7,7,15,33,62,B,7
MRK703,STU0071,CRS013,6,8,10,22,46,D,5
MRK704,STU0071,CRS014,5,7,25,27,64,B,7
MRK705,STU0071,CRS015,9,7,24,40,80,A,9
MRK706,STU0071,CRS016,10,9,24,48,91,A+,10
MRK707,STU0071,CRS017,10,5,23,24,62,B,7
MRK708,STU0071,CRS018,6,4,15,38,63,B,7
MRK709,STU0071,CRS019,5,4,17,49,75,B+,8
MRK710,STU0071,CRS020,8,4,10,38,60,B,7
MRK711,STU0072,CRS011,5,8,14,23,50,C,6
MRK712,STU0072,CRS012,9,10,22,36,77,B+,8
MRK713,STU0072,CRS013,6,5,10,33,54,C,6
MRK714,STU0072,CRS014,8,9,15,28,60,B,7
MRK715,STU0072,CRS015,8,7,20,30,65,B,7
MRK716,STU0072,CRS016,5,9,10,22,46,D,5
MRK717,STU0072,CRS017,7,8,28,32,75,B+,8
MRK718,STU0072,CRS018,7,4,18,48,77,B+,8
MRK719,STU0072,CRS019,8,4,30,31,73,B+,8
MRK720,STU0072,CRS020,7,8,13,34,62,B,7
MRK721,STU0073,CRS011,8,9,19,39,75,B+,8
MRK722,STU0073,CRS012,5,4,30,30,69,B,7
MRK723,STU0073,CRS013,8,4,26,19,57,C,6
MRK724,STU0073,CRS014,6,6,14,50,76,B+,8
MRK725,STU0073,CRS015,9,10,22,18,59,C,6
MRK726,STU0073,CRS016,8,4,27,20,59,C,6
MRK727,STU0073,CRS017,10,8,16,49,83,A,9
MRK728,STU0073,CRS018,5,7,12,32,56,C,6
MRK729,STU0073,CRS019,10,6,11,22,49,D,5
MRK730,STU0073,CRS020,7,10,24,38,79,B+,8
MRK731,STU0074,CRS011,10,10,25,26,71,B+,8
MRK732,STU0074,CRS012,10,7,20,21,58,C,6
MRK733,STU0074,CRS013,8,6,11,34,59,C,6
MRK734,STU0074,CRS014,6,7,16,42,71,B+,8
MRK735,STU0074,CRS015,10,5,14,29,58,C,6
MRK736,STU0074,CRS016,9,5,14,46,74,B+,8
MRK737,STU0074,CRS017,7,5,20,18,50,C,6
MRK738,STU0074,CRS018,8,9,13,49,79,B+,8
MRK739,STU0074,CRS019,5,4,25,18,52,C,6
MRK740,STU0074,CRS020,10,8,30,29,77,B+,8
MRK741,STU0075,CRS011,6,8,17,25,56,C,6
MRK742,STU0075,CRS012,6,8,13,47,74,B+,8
MRK743,STU0075,CRS013,10,8,15,24,57,C,6
MRK744,STU0075,CRS014,5,10,24,45,84,A,9
MRK745,STU0075,CRS015,5,9,12,30,56,C,6
MRK746,STU0075,CRS016,8,9,28,21,66,B,7
MRK747,STU0075,CRS017,10,4,10,34,58,C,6
MRK748,STU0075,CRS018,5,6,18,33,62,B,7
MRK749,STU0075,CRS019,8,7,14,36,65,B,7
MRK750,STU0075,CRS020,9,7,19,22,57,C,6
MRK751,STU0076,CRS011,7,5,20,31,63,B,7
MRK752,STU0076,CRS012,7,8,15,36,66,B,7
MRK753,STU0076,CRS013,6,4,19,43,72,B+,8
MRK754,STU0076,CRS014,10,7,17,50,84,A,9
MRK755,STU0076,CRS015,9,5,26,40,80,A,9
MRK756,STU0076,CRS016,7,5,22,27,61,B,7
MRK757,STU0076,CRS017,5,4,28,49,86,A,9
MRK758,STU0076,CRS018,5,10,21,23,59,C,6
MRK759,STU0076,CRS019,5,6,18,48,77,B+,8
MRK760,STU0076,CRS020,7,4,24,25,60,B,7
MRK761,STU0077,CRS011,7,8,10,33,58,C,6
MRK762,STU0077,CRS012,5,4,14,47,70,B+,8
MRK763,STU0077,CRS013,5,9,27,22,63,B,7
MRK764,STU0077,CRS014,5,10,30,35,80,A,9
MRK765,STU0077,CRS015,9,7,23,41,80,A,9
MRK766,STU0077,CRS016,5,9,24,21,59,C,6
MRK767,STU0077,CRS017,6,5,19,25,55,C,6
MRK768,STU0077,CRS018,7,4,23,24,58,C,6
MRK769,STU0077,CRS019,8,9,23,18,58,C,6
MRK770,STU0077,CRS020,10,9,17,38,74,B+,8
MRK771,STU0078,CRS011,7,6,22,24,59,C,6
MRK772,STU0078,CRS012,7,5,28,35,75,B+,8
MRK773,STU0078,CRS013,7,8,20,35,70,B+,8
MRK774,STU0078,CRS014,6,7,21,24,58,C,6
MRK775,STU0078,CRS015,9,4,18,35,66,B,7
MRK776,STU0078,CRS016,6,7,18,48,79,B+,8
MRK777,STU0078,CRS017,5,5,19,29,58,C,6
MRK778,STU0078,CRS018,10,6,25,45,86,A,9
MRK779,STU0078,CRS019,8,5,10,40,63,B,7
MRK780,STU0078,CRS020,5,7,24,27,63,B,7
MRK781,STU0079,CRS011,10,8,10,20,48,D,5
MRK782,STU0079,CRS012,10,7,23,29,69,B,7
MRK783,STU0079,CRS013,6,4,11,20,41,D,5
MRK784,STU0079,CRS014,7,8,25,44,84,A,9
MRK785,STU0079,CRS015,10,10,15,30,65,B,7
MRK786,STU0079,CRS016,7,7,10,18,42,D,5
MRK787,STU0079,CRS017,6,6,29,34,75,B+,8
MRK788,STU0079,CRS018,8,9,28,26,71,B+,8
MRK789,STU0079,CRS019,10,9,16,39,74,B+,8
MRK790,STU0079,CRS020,10,7,30,32,79,B+,8
MRK791,STU0080,CRS011,8,9,15,35,67,B,7
MRK792,STU0080,CRS012,9,4,26,47,86,A,9
MRK793,STU0080,CRS013,9,10,15,40,74,B+,8
MRK794,STU0080,CRS014,7,5,25,29,66,B,7
MRK795,STU0080,CRS015,5,5,14,47,71,B+,8
MRK796,STU0080,CRS016,10,7,16,32,65,B,7
MRK797,STU0080,CRS017,8,9,30,38,85,A,9
MRK798,STU0080,CRS018,7,4,25,48,84,A,9
MRK799,STU0080,CRS019,6,10,29,35,80,A,9
MRK800,STU0080,CRS020,7,8,13,31,59,C,6
MRK801,STU0081,CRS011,8,7,25,46,86,A,9
MRK802,STU0081,CRS012,5,10,25,24,64,B,7
MRK803,STU0081,CRS013,5,7,15,36,63,B,7
MRK804,STU0081,CRS014,5,7,20,47,79,B+,8
MRK805,STU0081,CRS015,5,10,28,27,70,B+,8
MRK806,STU0081,CRS016,7,9,30,30,76,B+,8
MRK807,STU0081,CRS017,7,7,18,32,64,B,7
MRK808,STU0081,CRS018,9,4,28,47,88,A,9
MRK809,STU0081,CRS019,5,10,19,29,63,B,7
MRK810,STU0081,CRS020,10,5,23,20,58,C,6
MRK811,STU0082,CRS011,5,8,11,48,72,B+,8
MRK812,STU0082,CRS012,7,6,20,40,73,B+,8
MRK813,STU0082,CRS013,9,9,26,18,62,B,7
MRK814,STU0082,CRS014,9,4,20,39,72,B+,8
MRK815,STU0082,CRS015,6,10,16,41,73,B+,8
MRK816,STU0082,CRS016,10,6,25,37,78,B+,8
MRK817,STU0082,CRS017,8,4,13,42,67,B,7
MRK818,STU0082,CRS018,7,5,13,47,72,B+,8
MRK819,STU0082,CRS019,9,8,29,39,85,A,9
MRK820,STU0082,CRS020,8,8,15,34,65,B,7
MRK821,STU0083,CRS011,6,9,27,22,64,B,7
MRK822,STU0083,CRS012,10,6,20,33,69,B,7
MRK823,STU0083,CRS013,8,5,22,48,83,A,9
MRK824,STU0083,CRS014,8,6,29,45,88,A,9
MRK825,STU0083,CRS015,7,7,14,42,70,B+,8
MRK826,STU0083,CRS016,6,9,15,28,58,C,6
MRK827,STU0083,CRS017,5,8,22,42,77,B+,8
MRK828,STU0083,CRS018,6,9,15,21,51,C,6
MRK829,STU0083,CRS019,10,10,12,30,62,B,7
MRK830,STU0083,CRS020,8,4,10,38,60,B,7
MRK831,STU0084,CRS011,8,4,28,50,90,A+,10
MRK832,STU0084,CRS012,9,6,17,22,54,C,6
MRK833,STU0084,CRS013,7,4,25,20,56,C,6
MRK834,STU0084,CRS014,10,9,22,28,69,B,7
MRK835,STU0084,CRS015,8,7,30,39,84,A,9
MRK836,STU0084,CRS016,7,5,18,29,59,C,6
MRK837,STU0084,CRS017,7,4,22,42,75,B+,8
MRK838,STU0084,CRS018,7,9,19,28,63,B,7
MRK839,STU0084,CRS019,8,5,20,49,82,A,9
MRK840,STU0084,CRS020,8,6,10,36,60,B,7
MRK841,STU0085,CRS011,6,10,20,19,55,C,6
MRK842,STU0085,CRS012,8,10,29,20,67,B,7
MRK843,STU0085,CRS013,9,4,12,42,67,B,7
MRK844,STU0085,CRS014,7,9,13,18,47,D,5
MRK845,STU0085,CRS015,7,4,24,26,61,B,7
MRK846,STU0085,CRS016,8,5,12,35,60,B,7
MRK847,STU0085,CRS017,10,5,29,39,83,A,9
MRK848,STU0085,CRS018,6,4,13,29,52,C,6
MRK849,STU0085,CRS019,8,10,22,47,87,A,9
MRK850,STU0085,CRS020,7,7,23,36,73,B+,8
MRK851,STU0086,CRS011,9,7,15,22,53,C,6
MRK852,STU0086,CRS012,5,5,29,50,89,A,9
MRK853,STU0086,CRS013,10,7,25,36,78,B+,8
MRK854,STU0086,CRS014,8,5,11,18,42,D,5
MRK855,STU0086,CRS015,9,4,24,45,82,A,9
MRK856,STU0086,CRS016,7,9,17,24,57,C,6
MRK857,STU0086,CRS017,8,10,21,33,72,B+,8
MRK858,STU0086,CRS018,9,10,14,49,82,A,9
MRK859,STU0086,CRS019,6,7,23,20,56,C,6
MRK860,STU0086,CRS020,6,9,17,50,82,A,9
MRK861,STU0087,CRS011,5,10,16,42,73,B+,8
MRK862,STU0087,CRS012,9,5,28,45,87,A,9
MRK863,STU0087,CRS013,6,6,23,22,57,C,6
MRK864,STU0087,CRS014,10,10,23,25,68,B,7
MRK865,STU0087,CRS015,5,6,16,32,59,C,6
MRK866,STU0087,CRS016,10,9,13,47,79,B+,8
MRK867,STU0087,CRS017,5,7,25,38,75,B+,8
MRK868,STU0087,CRS018,5,9,10,21,45,D,5
MRK869,STU0087,CRS019,7,6,29,32,74,B+,8
MRK870,STU0087,CRS020,5,7,30,37,79,B+,8
MRK871,STU0088,CRS011,8,8,20,26,62,B,7
MRK872,STU0088,CRS012,9,6,19,32,66,B,7
MRK873,STU0088,CRS013,5,8,16,42,71,B+,8
MRK874,STU0088,CRS014,7,10,15,43,75,B+,8
MRK875,STU0088,CRS015,10,6,27,49,92,A+,10
MRK876,STU0088,CRS016,10,10,15,42,77,B+,8
MRK877,STU0088,CRS017,7,7,16,27,57,C,6
MRK878,STU0088,CRS018,10,5,19,27,61,B,7
MRK879,STU0088,CRS019,10,5,13,44,72,B+,8
MRK880,STU0088,CRS020,9,10,24,43,86,A,9
MRK881,STU0089,CRS011,10,6,25,47,88,A,9
MRK882,STU0089,CRS012,8,6,29,21,64,B,7
MRK883,STU0089,CRS013,6,9,27,39,81,A,9
MRK884,STU0089,CRS014,8,8,25,30,71,B+,8
MRK885,STU0089,CRS015,5,4,19,29,57,C,6
MRK886,STU0089,CRS016,10,5,30,22,67,B,7
MRK887,STU0089,CRS017,8,9,30,30,77,B+,8
MRK888,STU0089,CRS018,8,6,15,46,75,B+,8
MRK889,STU0089,CRS019,9,6,13,33,61,B,7
MRK890,STU0089,CRS020,9,10,21,38,78,B+,8
MRK891,STU0090,CRS011,7,10,18,26,61,B,7
MRK892,STU0090,CRS012,7,5,30,29,71,B+,8
MRK893,STU0090,CRS013,7,6,20,49,82,A,9
MRK894,STU0090,CRS014,6,10,16,30,62,B,7
MRK895,STU0090,CRS015,10,5,11,35,61,B,7
MRK896,STU0090,CRS016,6,7,10,34,57,C,6
MRK897,STU0090,CRS017,7,7,15,41,70,B+,8
MRK898,STU0090,CRS018,10,4,17,36,67,B,7
MRK899,STU0090,CRS019,5,6,10,37,58,C,6
MRK900,STU0090,CRS020,9,6,29,20,64,B,7
MRK901,STU0091,CRS011,10,6,10,18,44,D,5
MRK902,STU0091,CRS012,8,6,25,41,80,A,9
MRK903,STU0091,CRS013,8,4,30,44,86,A,9
MRK904,STU0091,CRS014,5,8,16,31,60,B,7
MRK905,STU0091,CRS015,8,7,30,34,79,B+,8
MRK906,STU0091,CRS016,9,8,21,36,74,B+,8
MRK907,STU0091,CRS017,9,5,23,42,79,B+,8
MRK908,STU0091,CRS018,7,4,23,45,79,B+,8
MRK909,STU0091,CRS019,8,7,23,19,57,C,6
MRK910,STU0091,CRS020,7,6,11,49,73,B+,8
MRK911,STU0092,CRS011,7,6,11,33,57,C,6
MRK912,STU0092,CRS012,9,8,17,26,60,B,7
MRK913,STU0092,CRS013,10,6,26,48,90,A+,10
MRK914,STU0092,CRS014,6,8,12,49,75,B+,8
MRK915,STU0092,CRS015,9,6,28,36,79,B+,8
MRK916,STU0092,CRS016,5,9,22,44,80,A,9
MRK917,STU0092,CRS017,8,8,19,49,84,A,9
MRK918,STU0092,CRS018,8,10,30,41,89,A,9
MRK919,STU0092,CRS019,9,8,18,40,75,B+,8
MRK920,STU0092,CRS020,5,9,16,24,54,C,6
MRK921,STU0093,CRS011,9,7,23,37,76,B+,8
MRK922,STU0093,CRS012,7,7,17,23,54,C,6
MRK923,STU0093,CRS013,6,7,16,35,64,B,7
MRK924,STU0093,CRS014,7,4,20,42,73,B+,8
MRK925,STU0093,CRS015,6,10,19,27,62,B,7
MRK926,STU0093,CRS016,10,10,14,25,59,C,6
MRK927,STU0093,CRS017,10,10,19,18,57,C,6
MRK928,STU0093,CRS018,7,7,18,43,75,B+,8
MRK929,STU0093,CRS019,8,6,12,45,71,B+,8
MRK930,STU0093,CRS020,7,9,12,27,55,C,6
MRK931,STU0094,CRS011,6,5,17,29,57,C,6
MRK932,STU0094,CRS012,9,10,27,27,73,B+,8
MRK933,STU0094,CRS013,5,6,23,44,78,B+,8
MRK934,STU0094,CRS014,6,8,23,41,78,B+,8
MRK935,STU0094,CRS015,6,8,26,35,75,B+,8
MRK936,STU0094,CRS016,6,6,28,37,77,B+,8
MRK937,STU0094,CRS017,10,9,30,47,96,A+,10
MRK938,STU0094,CRS018,9,6,22,40,77,B+,8
MRK939,STU0094,CRS019,9,5,13,49,76,B+,8
MRK940,STU0094,CRS020,10,5,28,29,72,B+,8
MRK941,STU0095,CRS011,6,5,14,33,58,C,6
MRK942,STU0095,CRS012,7,7,21,39,74,B+,8
MRK943,STU0095,CRS013,9,5,20,38,72,B+,8
MRK944,STU0095,CRS014,6,9,16,29,60,B,7
MRK945,STU0095,CRS015,9,5,24,25,63,B,7
MRK946,STU0095,CRS016,6,6,18,43,73,B+,8
MRK947,STU0095,CRS017,8,10,21,40,79,B+,8
MRK948,STU0095,CRS018,6,8,23,26,63,B,7
